,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
1286,1338,1.39e+18,2021-05-07,"$bthr we are exploring the idea of expanding the ways we hold and support events, to further accelerate growth.   https://t.co/fx8fqmrvsx  @jctb1   $qqq  $aapl $baba $nflx $roku $ba $cost $mcd $wmt $fb $vix $es $dkng  $adbe  https://t.co/pitwrtdwvd",en,[],"['bthr', 'qqq', 'aapl', 'baba', 'nflx', 'roku', 'ba', 'cost', 'mcd', 'wmt', 'fb', 'vix', 'es', 'dkng', 'adbe']",False,0.0,0.0,0.0,"$NFLX","['$bthr', 'exploring', 'idea', 'expanding', 'way', 'hold', 'support', 'events,', 'accelerate', 'growth.', 'https://t.co/fx8fqmrvsx', '@jctb1', '$qqq', '$aapl', '$baba', '$nflx', '$roku', '$ba', '$cost', '$mcd', '$wmt', '$fb', '$vix', '$es', '$dkng', '$adbe', 'https://t.co/pitwrtdwvd']",uncertainty
1295,1347,1.39e+18,2021-05-07,"""literally shocking data"" - april payrolls miss huge, just 266k jobs added below expectations of 1 million  https://t.co/jkkp8ohtio #fed $tlt $spy $qqq $dia $djia #stockmarket #investing #finance #stocks $aapl $tsla $amzn $intc $nflx $amd $nio $gme",en,"['fed', 'stockmarket', 'investing', 'finance', 'stocks']","['tlt', 'spy', 'qqq', 'dia', 'djia', 'aapl', 'tsla', 'amzn', 'intc', 'nflx', 'amd', 'nio', 'gme']",False,1.0,0.0,0.0,"$NFLX","['""literally', 'shocking', 'data""', 'april', 'payroll', 'miss', 'huge,', '266k', 'job', 'added', 'expectation', '1', 'million', 'https://t.co/jkkp8ohtio', '#fed', '$tlt', '$spy', '$qqq', '$dia', '$djia', '#stockmarket', '#investing', '#finance', '#stocks', '$aapl', '$tsla', '$amzn', '$intc', '$nflx', '$amd', '$nio', '$gme']",negative
1299,1351,1.39e+18,2021-05-07,$roku 🚀🚀 power of levels.. now it need to hold that 312/15 area to push up. next will be 350/55/63 area. hold the black line for now. $nflx $fubo  https://t.co/dyzsjlh2ps,en,[],"['roku', 'nflx', 'fubo']",False,2.0,0.0,0.0,"$NFLX","['$roku', '🚀🚀', 'power', 'levels..', 'need', 'hold', '312/15', 'area', 'push', 'up.', 'next', '350/55/63', 'area.', 'hold', 'black', 'line', 'now.', '$nflx', '$fubo', 'https://t.co/dyzsjlh2ps']",uncertainty
1300,1352,1.39e+18,2021-05-07,overall on the book - i totally loved it. there were so many good points and arguments in there that challenged parts of my thinking. i ended up buying my first stock ever. and it was a full $nflx that i'll hold on to for a very long time! i am truly inspired!,en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['overall', 'book', 'totally', 'loved', 'it.', 'many', 'good', 'point', 'argument', 'challenged', 'part', 'thinking.', 'ended', 'buying', 'first', 'stock', 'ever.', 'full', '$nflx', ""i'll"", 'hold', 'long', 'time!', 'truly', 'inspired!']",positive
1304,1356,1.39e+18,2021-05-07,"#palantir absolutley needs a new ad campaign like #progressive! find your #flo !  $pltr, stop being so serious!  $eth #eth $spy $spx $ndx $qqq $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $nvda $googl $f $tdoc $gld $luv #btc $btc $nio $msvi $spot $shop $pypl $gm $tm  https://t.co/ityxlvd332",en,"['palantir', 'progressive', 'flo', 'eth', 'btc']","['pltr', 'eth', 'spy', 'spx', 'ndx', 'qqq', 'tsla', 'pltr', 'aapl', 'amzn', 'twtr', 'fb', 'msft', 'nflx', 'crm', 'penn', 'nvda', 'googl', 'f', 'tdoc', 'gld', 'luv', 'btc', 'nio', 'msvi', 'spot', 'shop', 'pypl', 'gm', 'tm']",False,0.0,0.0,0.0,"$NFLX","['#palantir', 'absolutley', 'need', 'new', 'ad', 'campaign', 'like', '#progressive!', 'find', '#flo', '$pltr,', 'stop', 'serious!', '$eth', '#eth', '$spy', '$spx', '$ndx', '$qqq', '$tsla', '$pltr', '$aapl', '$amzn', '$twtr', '$fb', '$msft', '$nflx', '$crm', '$penn', '$nvda', '$googl', '$f', '$tdoc', '$gld', '$luv', '#btc', '$btc', '$nio', '$msvi', '$spot', '$shop', '$pypl', '$gm', '$tm', 'https://t.co/ityxlvd332']",negative
1307,1359,1.39e+18,2021-05-07,"@divvv94 @jerrycap @stevegrahamm @spreecap roku is the single biggest market for all of those services, if they are not on roku they basically have no chance of success.  that might be less true for $nflx and $dis, but basically everything else has to be on roku to have a chance at succeeding.    that’s the value prop.",en,[],"['nflx', 'dis']",False,4.0,1.0,0.0,"$NFLX","['@divvv94', '@jerrycap', '@stevegrahamm', '@spreecap', 'roku', 'single', 'biggest', 'market', 'services,', 'roku', 'basically', 'chance', 'success.', 'might', 'le', 'true', '$nflx', '$dis,', 'basically', 'everything', 'else', 'roku', 'chance', 'succeeding.', 'that’s', 'value', 'prop.']",uncertainty
1308,1360,1.39e+18,2021-05-07,"@harmony_capital @lsvalue @stevegrahamm @jerrycap say $amzn, $nflx, $aapl, $googl $dis spend $50b+ on content to try to aggregate a majority of streaming accounts (viewership still long tail in linear ~200 channels) assume most all tv will be streamed (still ~78m linear subs in us alone)",en,[],"['amzn', 'nflx', 'aapl', 'googl', 'dis']",False,0.0,1.0,1.0,"$NFLX","['@harmony_capital', '@lsvalue', '@stevegrahamm', '@jerrycap', 'say', '$amzn,', '$nflx,', '$aapl,', '$googl', '$dis', 'spend', '$50b+', 'content', 'try', 'aggregate', 'majority', 'streaming', 'account', '(viewership', 'still', 'long', 'tail', 'linear', '~200', 'channels)', 'assume', 'tv', 'streamed', '(still', '~78m', 'linear', 'sub', 'u', 'alone)']",positive
1314,1366,1.39e+18,2021-05-07,"@wsjmarkets this #stockmarket #bubble would be called #faang bubble!   per #warrenbuffett intrinsic value formula, based on 2019-2020 annual reports, $fb $aapl $googl $nflx are significantly #overvalued, but $amzn is worst of them all -&gt; #overvalued by 1,299% compare to #intrinsicvalue!!!  https://t.co/h8revoiwd1",en,"['stockmarket', 'bubble', 'faang', 'warrenbuffett', 'overvalued', 'overvalued', 'intrinsicvalue']","['fb', 'aapl', 'googl', 'nflx', 'amzn']",False,0.0,1.0,0.0,"$NFLX","['@wsjmarkets', '#stockmarket', '#bubble', 'would', 'called', '#faang', 'bubble!', 'per', '#warrenbuffett', 'intrinsic', 'value', 'formula,', 'based', '2019-2020', 'annual', 'reports,', '$fb', '$aapl', '$googl', '$nflx', 'significantly', '#overvalued,', '$amzn', 'worst', '-&gt;', '#overvalued', '1,299%', 'compare', '#intrinsicvalue!!!', 'https://t.co/h8revoiwd1']",negative
1329,1381,1.39e+18,2021-05-07,$nflx on watch for bream out. could really start to get going. i wouldn't be surprised if we see 525-530 if this tech rally picks up steam.,en,[],['nflx'],False,0.0,1.0,0.0,"$NFLX","['$nflx', 'watch', 'bream', 'out.', 'could', 'really', 'start', 'get', 'going.', 'surprised', 'see', '525-530', 'tech', 'rally', 'pick', 'steam.']",positive
1339,1391,1.39e+18,2021-05-07,"$lmt $aapl $swks $dash $wynn $amd $iwm $shop $vlo $cboe $wmt $cvx $crwd $fb $sbux $fang $dash $qqq $nvda $msft $docu $adbe $lmnd $nflx $de $spy $lly   may week 1 playlist final results - 5/7  grand total: +4,277% grand average: +115.6% total plays: 37  https://t.co/teesefxiji",en,[],"['lmt', 'aapl', 'swks', 'dash', 'wynn', 'amd', 'iwm', 'shop', 'vlo', 'cboe', 'wmt', 'cvx', 'crwd', 'fb', 'sbux', 'fang', 'dash', 'qqq', 'nvda', 'msft', 'docu', 'adbe', 'lmnd', 'nflx', 'de', 'spy', 'lly']",False,3.0,0.0,1.0,"$NFLX","['$lmt', '$aapl', '$swks', '$dash', '$wynn', '$amd', '$iwm', '$shop', '$vlo', '$cboe', '$wmt', '$cvx', '$crwd', '$fb', '$sbux', '$fang', '$dash', '$qqq', '$nvda', '$msft', '$docu', '$adbe', '$lmnd', '$nflx', '$de', '$spy', '$lly', 'may', 'week', '1', 'playlist', 'final', 'result', '5/7', 'grand', 'total:', '+4,277%', 'grand', 'average:', '+115.6%', 'total', 'plays:', '37', 'https://t.co/teesefxiji']",uncertainty
1362,1415,1.39e+18,2021-05-07,i remember years ago when the “suits” were trashing $amzn $nflx $bkng &amp; other disruptive new co.’s technology &amp; innovation wins.  @vuzix $vuzi is emerging as one of the next major tech leaders the $tsla of ar &amp; smart glasses will become ubiquitous in enterprise &amp; consumer space.  https://t.co/ofc5ideocx,en,[],"['amzn', 'nflx', 'bkng', 'vuzi', 'tsla']",False,17.0,3.0,6.0,"$NFLX","['remember', 'year', 'ago', '“suits”', 'trashing', '$amzn', '$nflx', '$bkng', '&amp;', 'disruptive', 'new', 'co.’s', 'technology', '&amp;', 'innovation', 'wins.', '@vuzix', '$vuzi', 'emerging', 'one', 'next', 'major', 'tech', 'leader', '$tsla', 'ar', '&amp;', 'smart', 'glass', 'become', 'ubiquitous', 'enterprise', '&amp;', 'consumer', 'space.', 'https://t.co/ofc5ideocx']",positive
1374,1429,1.39e+18,2021-05-07,"2 companies are basically guaranteed to win the ""streaming wars"" at this point: $nflx $dis  there's probably room for a couple more winners, but netflix and disney are guaranteed safe bets at this point. they have the best brands.",en,[],"['nflx', 'dis']",False,0.0,0.0,0.0,"$NFLX","['2', 'company', 'basically', 'guaranteed', 'win', '""streaming', 'wars""', 'point:', '$nflx', '$dis', ""there's"", 'probably', 'room', 'couple', 'winners,', 'netflix', 'disney', 'guaranteed', 'safe', 'bet', 'point.', 'best', 'brands.']",positive
1376,1431,1.39e+18,2021-05-07,1000% almost half a mile here. you in our discord? we've been on fire!!   $aapl $amzn $fb $nflx $baba $bidu $qqq $twtr $pins $tlry $hexo $acb $fdx $dkng $ddd $lrcx $nvda $amd  https://t.co/sljjneuqdu,en,[],"['aapl', 'amzn', 'fb', 'nflx', 'baba', 'bidu', 'qqq', 'twtr', 'pins', 'tlry', 'hexo', 'acb', 'fdx', 'dkng', 'ddd', 'lrcx', 'nvda', 'amd']",False,0.0,0.0,0.0,"$NFLX","['1000%', 'almost', 'half', 'mile', 'here.', 'discord?', ""we've"", 'fire!!', '$aapl', '$amzn', '$fb', '$nflx', '$baba', '$bidu', '$qqq', '$twtr', '$pins', '$tlry', '$hexo', '$acb', '$fdx', '$dkng', '$ddd', '$lrcx', '$nvda', '$amd', 'https://t.co/sljjneuqdu']",uncertainty
1388,1444,1.39e+18,2021-05-07,"waiting for @tiktokinvestors to explain weak nfp and strong stonks correlation - why work, stimmies forever 🚀🚀 $spx $ndx $aapl $tsla $fb $amzn $msft $googl $nflx",en,[],"['spx', 'ndx', 'aapl', 'tsla', 'fb', 'amzn', 'msft', 'googl', 'nflx']",False,0.0,0.0,0.0,"$NFLX","['waiting', '@tiktokinvestors', 'explain', 'weak', 'nfp', 'strong', 'stonks', 'correlation', 'work,', 'stimmies', 'forever', '🚀🚀', '$spx', '$ndx', '$aapl', '$tsla', '$fb', '$amzn', '$msft', '$googl', '$nflx']",positive
1389,1445,1.39e+18,2021-05-07,"$spy is too high this morning, we may have a quick rally, so take them profits quickly—or get slaughtered by the $spy massacre. 👹😖💯 #stockmarket #stocks #optionstrading #techstocks $fb $tsla $sq $aapl $nflx  https://t.co/nwlndr4jdo",en,"['stockmarket', 'stocks', 'optionstrading', 'techstocks']","['spy', 'spy', 'fb', 'tsla', 'sq', 'aapl', 'nflx']",False,0.0,1.0,1.0,"$NFLX","['$spy', 'high', 'morning,', 'may', 'quick', 'rally,', 'take', 'profit', 'quickly—or', 'get', 'slaughtered', '$spy', 'massacre.', '👹😖💯', '#stockmarket', '#stocks', '#optionstrading', '#techstocks', '$fb', '$tsla', '$sq', '$aapl', '$nflx', 'https://t.co/nwlndr4jdo']",uncertainty
1394,1450,1.39e+18,2021-05-07,make bad (econ) news great again.  major momentums immediately rip across the board on employment data miss.  today could get interesting following the mini-reflation &amp; reopening trade we've seen the past two weekly sessions.    $aapl $msft $goog $nflx $tsla $faang $amzn,en,[],"['aapl', 'msft', 'goog', 'nflx', 'tsla', 'faang', 'amzn']",False,1.0,0.0,1.0,"$NFLX","['make', 'bad', '(econ)', 'news', 'great', 'again.', 'major', 'momentum', 'immediately', 'rip', 'across', 'board', 'employment', 'data', 'miss.', 'today', 'could', 'get', 'interesting', 'following', 'mini-reflation', '&amp;', 'reopening', 'trade', ""we've"", 'seen', 'past', 'two', 'weekly', 'sessions.', '$aapl', '$msft', '$goog', '$nflx', '$tsla', '$faang', '$amzn']",positive
1397,1455,1.39e+18,2021-05-07,"rt us stocks are overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/amwcnuwkfu",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,0.0,0.0,0.0,"$NFLX","['u', 'stock', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/amwcnuwkfu']",negative
1399,1457,1.39e+18,2021-05-07,"rt us stocks are overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/cgjjynfdoe",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,1.0,0.0,0.0,"$NFLX","['u', 'stock', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/cgjjynfdoe']",negative
1404,1462,1.39e+18,2021-05-07,1. extreme volatility 2. called extremely “overvalued” 3. some bad quarters 4. turbulent market conditions  $fb $amzn $goog $aapl $nflx all went through these stages and all of your growth stocks will too  be patient and enjoy the journey,en,[],"['fb', 'amzn', 'goog', 'aapl', 'nflx']",False,15.0,0.0,1.0,"$NFLX","['1.', 'extreme', 'volatility', '2.', 'called', 'extremely', '“overvalued”', '3.', 'bad', 'quarter', '4.', 'turbulent', 'market', 'condition', '$fb', '$amzn', '$goog', '$aapl', '$nflx', 'went', 'stage', 'growth', 'stock', 'patient', 'enjoy', 'journey']",negative
1406,1464,1.39e+18,2021-05-07,rotation is hiding lot of tech pain...  the $1 million dollar question is how long they can keep doing this. $spy $qqq $aapl $nflx $tsla,en,[],"['spy', 'qqq', 'aapl', 'nflx', 'tsla']",False,0.0,1.0,0.0,"$NFLX","['rotation', 'hiding', 'lot', 'tech', 'pain...', '$1', 'million', 'dollar', 'question', 'long', 'keep', 'this.', '$spy', '$qqq', '$aapl', '$nflx', '$tsla']",positive
1409,1468,1.39e+18,2021-05-07,just started #jupiterlegacy by @mrmarkmillar on $nflx.  promising start but how do you have illustrations in the opening credits that are not by @frankquitely1 ??!  serious wtf nerd moment... (but excited still :)),en,['jupiterlegacy'],['nflx'],False,1.0,1.0,0.0,"$NFLX","['started', '#jupiterlegacy', '@mrmarkmillar', '$nflx.', 'promising', 'start', 'illustration', 'opening', 'credit', '@frankquitely1', '??!', 'serious', 'wtf', 'nerd', 'moment...', '(but', 'excited', 'still', ':))']",positive
1414,1473,1.39e+18,2021-05-07,$nflx is using $btt protocol?👀 hmmm. maybe netflix taps more into crypto and gain monetary value from allowing people to buy/rent exclusive shows or movies using btt coins?,en,[],"['nflx', 'btt']",False,0.0,0.0,0.0,"$NFLX","['$nflx', 'using', '$btt', 'protocol?👀', 'hmmm.', 'maybe', 'netflix', 'tap', 'crypto', 'gain', 'monetary', 'value', 'allowing', 'people', 'buy/rent', 'exclusive', 'show', 'movie', 'using', 'btt', 'coins?']",positive
1418,1477,1.39e+18,2021-05-07,"with a new, funny marketing scheme, $pltr could shine.  #palantir  find your flo!  $eth #eth $ether $ethereum $spy $spx $ndx $qqq $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $nvda $googl $f $tdoc $gld $luv #btc $btc $nio $msvi $spot $shop $pypl $gm $tm  https://t.co/xwn9bntupi",en,"['palantir', 'eth', 'btc']","['pltr', 'eth', 'ether', 'spy', 'spx', 'ndx', 'qqq', 'tsla', 'pltr', 'aapl', 'amzn', 'twtr', 'fb', 'msft', 'nflx', 'crm', 'penn', 'nvda', 'googl', 'f', 'tdoc', 'gld', 'luv', 'btc', 'nio', 'msvi', 'spot', 'shop', 'pypl', 'gm', 'tm']",False,1.0,0.0,1.0,"$NFLX","['new,', 'funny', 'marketing', 'scheme,', '$pltr', 'could', 'shine.', '#palantir', 'find', 'flo!', '$eth', '#eth', '$ether', '$ethereum', '$spy', '$spx', '$ndx', '$qqq', '$tsla', '$pltr', '$aapl', '$amzn', '$twtr', '$fb', '$msft', '$nflx', '$crm', '$penn', '$nvda', '$googl', '$f', '$tdoc', '$gld', '$luv', '#btc', '$btc', '$nio', '$msvi', '$spot', '$shop', '$pypl', '$gm', '$tm', 'https://t.co/xwn9bntupi']",positive
1423,1482,1.39e+18,2021-05-07,zoom stock analysis - my concern with zoom stock going forward  https://t.co/zovmjmua12  $zm $aapl $nflx $tsla $nio $btc $eth $xrp,en,[],"['zm', 'aapl', 'nflx', 'tsla', 'nio', 'btc', 'eth', 'xrp']",False,1.0,0.0,1.0,"$NFLX","['zoom', 'stock', 'analysis', 'concern', 'zoom', 'stock', 'going', 'forward', 'https://t.co/zovmjmua12', '$zm', '$aapl', '$nflx', '$tsla', '$nio', '$btc', '$eth', '$xrp']",negative
1424,1483,1.39e+18,2021-05-07,$nflx  flushed out the stops yesterday.,en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', 'flushed', 'stop', 'yesterday.']",negative
1428,1488,1.39e+18,2021-05-07,@primedtoprint i don't understand how we could have more revenue than netflix more profitable than $nflx yet! 1/10 of market cap!,en,[],['nflx'],False,2.0,1.0,0.0,"$NFLX","['@primedtoprint', 'understand', 'could', 'revenue', 'netflix', 'profitable', '$nflx', 'yet!', '1/10', 'market', 'cap!']",positive
1429,1489,1.39e+18,2021-05-07,$nflx proposed netflix n-plus service could include ability to share movie and music playlists,en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', 'proposed', 'netflix', 'n-plus', 'service', 'could', 'include', 'ability', 'share', 'movie', 'music', 'playlist']",uncertainty
1430,1490,1.39e+18,2021-05-07,"@cnbc this #stockmarket #bubble would be called #faang bubble!   per #warrenbuffett intrinsic value formula, based on 2019-2020 annual reports, $fb $aapl $googl $nflx are significantly #overvalued, but $amzn is worst of them all -&gt; #overvalued by 1,299% compare to #intrinsicvalue!!!  https://t.co/ys7gccwmpb",en,"['stockmarket', 'bubble', 'faang', 'warrenbuffett', 'overvalued', 'overvalued', 'intrinsicvalue']","['fb', 'aapl', 'googl', 'nflx', 'amzn']",False,0.0,1.0,0.0,"$NFLX","['@cnbc', '#stockmarket', '#bubble', 'would', 'called', '#faang', 'bubble!', 'per', '#warrenbuffett', 'intrinsic', 'value', 'formula,', 'based', '2019-2020', 'annual', 'reports,', '$fb', '$aapl', '$googl', '$nflx', 'significantly', '#overvalued,', '$amzn', 'worst', '-&gt;', '#overvalued', '1,299%', 'compare', '#intrinsicvalue!!!', 'https://t.co/ys7gccwmpb']",negative
1432,1492,1.39e+18,2021-05-07,proposed netflix n-plus service could include ability to share movie and music playlists | $nflx -protocol   https://t.co/yrn9us3sl9,en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['proposed', 'netflix', 'n-plus', 'service', 'could', 'include', 'ability', 'share', 'movie', 'music', 'playlist', '$nflx', '-protocol', 'https://t.co/yrn9us3sl9']",uncertainty
1433,1493,1.39e+18,2021-05-07,$viac seems to be insanely undervalued at these levels over all by comparing it to its peers here... - $dis mc $330bn    → q1 revs: $𝟏𝟔.𝟓𝐛𝐧 - $nflx mc $250bn → q1 revs: $𝟕.𝟏𝐛𝐧 - $roku mc $41bn  → q1 revs: $𝟔𝟎𝟎𝐌 - $viac mc $25bn    → q1 revs: $𝟕.𝟓𝐛𝐧 more dd👇,en,[],"['viac', 'dis', 'nflx', 'roku', 'viac']",False,6.0,0.0,0.0,"$NFLX","['$viac', 'seems', 'insanely', 'undervalued', 'level', 'comparing', 'peer', 'here...', '$dis', 'mc', '$330bn', '→', 'q1', 'revs:', '$𝟏𝟔.𝟓𝐛𝐧', '$nflx', 'mc', '$250bn', '→', 'q1', 'revs:', '$𝟕.𝟏𝐛𝐧', '$roku', 'mc', '$41bn', '→', 'q1', 'revs:', '$𝟔𝟎𝟎𝐌', '$viac', 'mc', '$25bn', '→', 'q1', 'revs:', '$𝟕.𝟓𝐛𝐧', 'dd👇']",uncertainty
1438,1499,1.39e+18,2021-05-07,"early retirees from $nflx and $appl shareholders just bought on every dips from 2006 till 2016. they faced the great financial crash for years. good quality companies will outshine, scale, innovate and disrupt no matter the conditions.",en,[],"['nflx', 'appl']",False,10.0,1.0,0.0,"$NFLX","['early', 'retiree', '$nflx', '$appl', 'shareholder', 'bought', 'every', 'dip', '2006', 'till', '2016.', 'faced', 'great', 'financial', 'crash', 'years.', 'good', 'quality', 'company', 'outshine,', 'scale,', 'innovate', 'disrupt', 'matter', 'conditions.']",positive
1444,1505,1.39e+18,2021-05-07,"$aapl  has been weird to trade as of late   pivot: $128.78 🔑   above: $131.30, $134.94 🎯   below: $126.75, 124.47 🎯  ————————————————-  @enjoytrades   $spy $amzn $aapl $ba $nflx $tdoc $shop $tsla $dis $amd $roku $nvda $fb $bynd $docu $crwd $xom $qqq",en,[],"['aapl', 'spy', 'amzn', 'aapl', 'ba', 'nflx', 'tdoc', 'shop', 'tsla', 'dis', 'amd', 'roku', 'nvda', 'fb', 'bynd', 'docu', 'crwd', 'xom', 'qqq']",False,1.0,0.0,1.0,"$NFLX","['$aapl', 'weird', 'trade', 'late', 'pivot:', '$128.78', '🔑', 'above:', '$131.30,', '$134.94', '🎯', 'below:', '$126.75,', '124.47', '🎯', '————————————————-', '@enjoytrades', '$spy', '$amzn', '$aapl', '$ba', '$nflx', '$tdoc', '$shop', '$tsla', '$dis', '$amd', '$roku', '$nvda', '$fb', '$bynd', '$docu', '$crwd', '$xom', '$qqq']",positive
1448,1509,1.39e+18,2021-05-07,"$wyy a ticker that has been massively oversold to the point of sickness at the sight of the current price, $wyy could within days be at $13.00+! other investment ideas $qqq $mktx $now $nflx $xpev $algn $gme $goog $googl $brk.a $brk.b $riot $mara stock tip $wyy  https://t.co/jviqylqmqn",en,[],"['wyy', 'wyy', 'qqq', 'mktx', 'now', 'nflx', 'xpev', 'algn', 'gme', 'goog', 'googl', 'brk.a', 'brk.b', 'riot', 'mara', 'wyy']",False,0.0,0.0,0.0,"$NFLX","['$wyy', 'ticker', 'massively', 'oversold', 'point', 'sickness', 'sight', 'current', 'price,', '$wyy', 'could', 'within', 'day', '$13.00+!', 'investment', 'idea', '$qqq', '$mktx', '$now', '$nflx', '$xpev', '$algn', '$gme', '$goog', '$googl', '$brk.a', '$brk.b', '$riot', '$mara', 'stock', 'tip', '$wyy', 'https://t.co/jviqylqmqn']",uncertainty
1469,1530,1.39e+18,2021-05-07,@elonmusk r u implying to export all fake #refugees and willful crossing border illegal chilren to mars? sounds a good idea! $btc $ltc $bch #bitcoin #litecoin #bitcoincash $fb $amd $aapl $amzn $msft $nflx $nvda $googl $tsla $gme $amc $nok,en,"['refugees', 'bitcoin', 'litecoin', 'bitcoincash']","['btc', 'ltc', 'bch', 'fb', 'amd', 'aapl', 'amzn', 'msft', 'nflx', 'nvda', 'googl', 'tsla', 'gme', 'amc', 'nok']",False,0.0,0.0,1.0,"$NFLX","['@elonmusk', 'r', 'u', 'implying', 'export', 'fake', '#refugees', 'willful', 'crossing', 'border', 'illegal', 'chilren', 'mars?', 'sound', 'good', 'idea!', '$btc', '$ltc', '$bch', '#bitcoin', '#litecoin', '#bitcoincash', '$fb', '$amd', '$aapl', '$amzn', '$msft', '$nflx', '$nvda', '$googl', '$tsla', '$gme', '$amc', '$nok']",positive
1473,1535,1.39e+18,2021-05-07,"@infrmtnoverflow i don't try to predict that, rather i've found success in the past (with $nflx and $shop in this example) waiting for it to hit that lower trend line. then if it moves up and hits the upper trend line i'll give it some room to see if it breaks out.",en,[],"['nflx', 'shop']",False,3.0,0.0,0.0,"$NFLX","['@infrmtnoverflow', 'try', 'predict', 'that,', 'rather', ""i've"", 'found', 'success', 'past', '(with', '$nflx', '$shop', 'example)', 'waiting', 'hit', 'lower', 'trend', 'line.', 'move', 'hit', 'upper', 'trend', 'line', ""i'll"", 'give', 'room', 'see', 'break', 'out.']",positive
1475,1537,1.39e+18,2021-05-07,/nq futures looking strong. possibly tech rally. watching faang tmrw. $googl $amzn $aapl $fb $nflx @naval4you @alphatradersinc @optionsfuru @thetawarrior @mathan23  https://t.co/vfl7vx33fh,en,[],"['googl', 'amzn', 'aapl', 'fb', 'nflx']",False,3.0,2.0,0.0,"$NFLX","['/nq', 'future', 'looking', 'strong.', 'possibly', 'tech', 'rally.', 'watching', 'faang', 'tmrw.', '$googl', '$amzn', '$aapl', '$fb', '$nflx', '@naval4you', '@alphatradersinc', '@optionsfuru', '@thetawarrior', '@mathan23', 'https://t.co/vfl7vx33fh']",uncertainty
1479,1541,1.39e+18,2021-05-07,carl sells out of #herbalife  $ads $aapl $amzn $abbv $agn $bhc $brk $ba $crm $cmg $prgo $iep $hlf $ibm $ko  $pep $tst $ms $gs $jpm $bac $btc $c $cs $teva $pfe $mrna $gsk $lly $bmy $abbv $eye $snap $googl $nflx $fb $sq $msft $shak $mcd $pg  https://t.co/l0yrktzoao,en,['herbalife'],"['ads', 'aapl', 'amzn', 'abbv', 'agn', 'bhc', 'brk', 'ba', 'crm', 'cmg', 'prgo', 'iep', 'hlf', 'ibm', 'ko', 'pep', 'tst', 'ms', 'gs', 'jpm', 'bac', 'btc', 'c', 'cs', 'teva', 'pfe', 'mrna', 'gsk', 'lly', 'bmy', 'abbv', 'eye', 'snap', 'googl', 'nflx', 'fb', 'sq', 'msft', 'shak', 'mcd', 'pg']",False,1.0,0.0,0.0,"$NFLX","['carl', 'sell', '#herbalife', '$ads', '$aapl', '$amzn', '$abbv', '$agn', '$bhc', '$brk', '$ba', '$crm', '$cmg', '$prgo', '$iep', '$hlf', '$ibm', '$ko', '$pep', '$tst', '$ms', '$gs', '$jpm', '$bac', '$btc', '$c', '$cs', '$teva', '$pfe', '$mrna', '$gsk', '$lly', '$bmy', '$abbv', '$eye', '$snap', '$googl', '$nflx', '$fb', '$sq', '$msft', '$shak', '$mcd', '$pg', 'https://t.co/l0yrktzoao']",negative
1481,1543,1.39e+18,2021-05-07,"$fb healthy bounce off the 13ma. $goog is looking strong at the 13ma as well. $msft 50ma has held so far, like $amzn that level will need to hold to prevent risk of another leg lower. $nflx is in more trouble, below the 200ma &amp; the trap door flush has opened.  https://t.co/f594shvkn4",en,[],"['fb', 'goog', 'msft', 'amzn', 'nflx']",False,1.0,0.0,0.0,"$NFLX","['$fb', 'healthy', 'bounce', '13ma.', '$goog', 'looking', 'strong', '13ma', 'well.', '$msft', '50ma', 'held', 'far,', 'like', '$amzn', 'level', 'need', 'hold', 'prevent', 'risk', 'another', 'leg', 'lower.', '$nflx', 'trouble,', '200ma', '&amp;', 'trap', 'door', 'flush', 'opened.', 'https://t.co/f594shvkn4']",uncertainty
